2013-14| Ann Arbor, Michigan  United States|Financial Services/Banking|25.5|42.2808256|-83.7430378
2011-12| Ann Arbor, Michigan  United States|University/College/Academic Library/Archives|unpaid|42.2808256|-83.7430378
2011-12| Falls Church, Virginia  United States|Consulting|22|38.882334|-77.1710914
2011-12| New York City, New York  United States|Start-Up|20|40.7127837|-74.0059413
2011-12| Palo Alto, California  United States|Technology/Telecommunications|47.88|37.4418834|-122.1430195
2011-12| San Francisco, California  United States|Technology/Telecommunications|25|37.7749295|-122.4194155
2012-13| Santa Clara, California  United States|Technology/Telecommunications|35|37.3541079|-121.9552356
2012-13| Van Buren Twp, Michigan  United States|Consumer Goods|24|42.2203171|-83.4838244
2011-12| Washington, District of Columbia  United States|Government/Government Library/Archives|unpaid|38.9071923|-77.0368707
2011-12| Washington, District of Columbia  United States|Museum/Historical Society/Archives|12.5|38.9071923|-77.0368707
2011-12| Alexandria, Virginia  United States|Government/Government Library/Archives|55.77|38.8048355|-77.0469214
2011-12| Allendale, Michigan  United States|University/College/Academic Library/Archives|10|42.9721861|-85.9540218
2011-12| Andover, Massachusetts  United States|Nonprofit|20|42.6583356|-71.1367953
2011-12| Ann Arbor, Michigan  United States|Nonprofit|20|42.2808256|-83.7430378
2012-13| Ann Arbor, Michigan  United States|University/College/Academic Library/Archives|12|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  US|Technology/Telecommunications|27|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  US|University/College/Academic Library/Archives|unpaid|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  US|University/College/Academic Library/Archives|unpaid|42.2808256|-83.7430378
2012-13| Ann Arbor, Michigan  United States|Nonprofit|16|42.2808256|-83.7430378
2012-13| Ann Arbor, Michigan  United States|University/College/Academic Library/Archives|unpaid|42.2808256|-83.7430378
2012-13| Ann Arbor, Michigan  United States|University/College/Academic Library/Archives|10|42.2808256|-83.7430378
2012-13| Ann Arbor, Michigan  United States|Advertising/Interactive Design Agency|16|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Advertising/Interactive Design Agency|18|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Advertising/Interactive Design Agency|25|42.2808256|-83.7430378
2011-12| Ann Arbor, Michigan  United States|Advertising/Interactive Design Agency|25|42.2808256|-83.7430378
2011-12| Ann Arbor, Michigan  United States|Automotive/Transportation|23|42.2808256|-83.7430378
2012-13| Ann Arbor, Michigan  United States|Automotive/Transportation|23|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Automotive/Transportation|26.71|42.2808256|-83.7430378
2012-13| Ann Arbor, Michigan  United States|Consulting|10|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Consulting|15|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Consulting|17|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Consulting|17|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Consulting|20|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Consulting|20|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Consulting|25|error|error
2013-14| Ann Arbor, Michigan  United States|Consulting|28|error|error
2011-12| Ann Arbor, Michigan  United States|Consulting|21.5|error|error
2011-12| Ann Arbor, Michigan  United States|Consulting|unpaid|error|error
2011-12| Ann Arbor, Michigan  United States|Consulting|unpaid|error|error
2011-12| Ann Arbor, Michigan  United States|Consumer Goods|18|error|error
2011-12| Ann Arbor, Michigan  United States|Consumer Goods|20|42.2808256|-83.7430378
2013-14| Ann Arbor, Michigan  United States|Financial Services/Banking|25.5|42.2808256|-83.7430378
2011-12| Ann Arbor, Michigan  United States|University/College/Academic Library/Archives|unpaid|42.2808256|-83.7430378
2011-12| Falls Church, Virginia  United States|Consulting|22|38.882334|-77.1710914
