2011-12," Ann Arbor, Michigan  United States",Consumer Goods,18
2011-12," Ann Arbor, Michigan  United States",Consumer Goods,20
2011-12," Ann Arbor, Michigan  United States",Corporate/Special/Law Library,11.5
2011-12," Ann Arbor, Michigan  United States",Corporate/Special/Law Library,21.11
2011-12," Ann Arbor, Michigan  United States",Entertainment,15
2013-14," Ann Arbor, Michigan  United States",Environmental/Natural Resources,16
2013-14," Ann Arbor, Michigan  United States",Environmental/Natural Resources,16.33
2013-14," Ann Arbor, Michigan  United States",Financial Services/Banking,17.5
2013-14," Ann Arbor, Michigan  United States",Financial Services/Banking,18.5
2013-14," Ann Arbor, Michigan  United States",Financial Services/Banking,28
2012-13," Ann Arbor, Michigan  United States",Government/Government Library/Archives,10
2013-14," Ann Arbor, Michigan  United States",Government/Government Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",Government/Government Library/Archives,15
2011-12," Ann Arbor, Michigan  United States",Government/Government Library/Archives,16.13
2011-12," Ann Arbor, Michigan  United States",Government/Government Library/Archives,16.13
2012-13," Ann Arbor, Michigan  United States",Government/Government Library/Archives,19.99
2012-13," Ann Arbor, Michigan  United States",Government/Government Library/Archives,20
2011-12," Ann Arbor, Michigan  United States",Government/Government Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",Government/Government Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",Government/Government Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",Government/Government Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",Government/Government Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",Government/Government Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",Healthcare,15
2011-12," Ann Arbor, Michigan  United States",Healthcare,15
2011-12," Ann Arbor, Michigan  United States",Healthcare,15
2011-12," Ann Arbor, Michigan  United States",Healthcare,17
2011-12," Ann Arbor, Michigan  United States",Healthcare,17
2011-12," Ann Arbor, Michigan  United States",Healthcare,18
2011-12," Ann Arbor, Michigan  United States",Healthcare,20
2011-12," Ann Arbor, Michigan  United States",Healthcare,20
2013-14," Ann Arbor, Michigan  United States",Healthcare,31
2011-12," Ann Arbor, Michigan  United States",Healthcare,unpaid
2013-14," Ann Arbor, Michigan  United States",Multimedia/Publishing,13
2013-14," Ann Arbor, Michigan  United States",Multimedia/Publishing,15
2011-12," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,8.45
2011-12," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,9.5
2013-14," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,10
2011-12," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,11.5
2011-12," Ann ARbor, Michigan  United States",Museum/Historical Society/Archives,11.5
2013-14," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,12
2013-14," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,12.5
2013-14," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,15
2011-12," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,20
2013-14," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,unpaid
2011-12," Ann ARbor, Michigan  United States",Museum/Historical Society/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",Museum/Historical Society/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",Nonprofit,10
2012-13," Ann Arbor, Michigan  United States",Nonprofit,10
2013-14," Ann Arbor, Michigan  United States",Nonprofit,15
2011-12," Ann Arbor, Michigan  United States",Nonprofit,20
2012-13," Ann Arbor, Michigan  United States",Nonprofit,20
2012-13," Ann Arbor, Michigan  United States",Nonprofit,20
2011-12," Ann Arbor, Michigan  United States",Nonprofit,23
2013-14," Ann Arbor, Michigan  United States",Nonprofit,25
2011-12," Ann Arbor, Michigan  United States",Nonprofit,25
2012-13," Ann Arbor, Michigan  United States",Nonprofit,25
2013-14," Ann Arbor, Michigan  United States",Nonprofit,unpaid
2011-12," Ann Arbor, Michigan  United States",Nonprofit,unpaid
2012-13," Ann Arbor, Michigan  United States",Nonprofit,unpaid
2012-13," Ann Arbor, Michigan  United States",Nonprofit,unpaid
2012-13," Ann Arbor, Michigan  United States",Nonprofit,unpaid
2011-12," Ann Arbor, Michigan  United States",Public Library,11.5
2011-12," Ann Arbor, Michigan  United States",Public Library,12.28
2011-12," Ann Arbor, Michigan  United States",Public Library,13
2012-13," Ann Arbor, Michigan  United States",Public Library,13
2012-13," Ann Arbor, Michigan  United States",Public Library,13.12
2012-13," Ann Arbor, Michigan  United States",Public Library,13.12
2012-13," Ann Arbor, Michigan  United States",Public Library,13.5
2013-14," Ann Arbor, Michigan  United States",Public Library,7.5
2013-14," Ann Arbor, Michigan  United States",Public Library,unpaid
2013-14," Ann Arbor, Michigan  United States",Public Library,unpaid
2013-14," Ann Arbor, Michigan  United States",Public Library,unpaid
2011-12," Ann Arbor, Michigan  United States",Public Library,unpaid
2012-13," Ann Arbor, Michigan  United States",Public Library,unpaid
2012-13," Ann Arbor, Michigan  United States",Public Library,unpaid
2012-13," Ann Arbor, Michigan  United States",Public Library,unpaid
2012-13," Ann Arbor, Michigan  United States",Public Library,unpaid
2012-13," Ann Arbor, Michigan  United States",Public Library,unpaid
2013-14," Ann Arbor, Michigan  United States",Research,15
2013-14," Ann Arbor, Michigan  United States",Research,15
2011-12," Ann Arbor, Michigan  United States",Research,18
2012-13," Ann Arbor, Michigan  United States",Research,20
2013-14," Ann Arbor, Michigan  United States",Research,30
2013-14," Ann Arbor, Michigan  United States",Research,35
2013-14," Ann Arbor, Michigan  United States",Research,8.75
2011-12," Ann Arbor, Michigan  United States",Research,unpaid
2011-12," Ann Arbor, Michigan  United States",Start-Up,10
2013-14," Ann Arbor, Michigan  United States",Start-Up,12
2011-12," Ann Arbor, Michigan  United States",Start-Up,14
2011-12," Ann Arbor, Michigan  United States",Start-Up,15
2013-14," Ann Arbor, Michigan  United States",Start-Up,20
2013-14," Ann Arbor, Michigan  United States",Start-Up,20
2012-13," Ann Arbor, Michigan  United States",Start-Up,20
2013-14," Ann Arbor, Michigan  United States",Start-Up,23.75
2011-12," Ann Arbor, Michigan  United States",Start-Up,28
2013-14," Ann Arbor, Michigan  United States",Start-Up,30
2011-12," Ann Arbor, Michigan  United States",Start-Up,30
2013-14," Ann Arbor, Michigan  United States",Start-Up,32.5
2011-12," Ann Arbor, Michigan  United States",Start-Up,10
2012-13," Ann Arbor, Michigan  United States",Start-Up,15
2011-12," Ann Arbor, Michigan  United States",Start-Up,18
2011-12," Ann Arbor, Michigan  United States",Start-Up,unpaid
2012-13," Ann Arbor, Michigan  United States",Start-Up,unpaid
2012-13," Ann Arbor, Michigan  United States",Start-Up,unpaid
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,6.25
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,10
2011-12," Ann Arbor, Michigan  United States",Technology/Telecommunications,12
2011-12," Ann Arbor, Michigan  United States",Technology/Telecommunications,14
2011-12," Ann Arbor, Michigan  United States",Technology/Telecommunications,15
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,15
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,15
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,16
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,16
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,16
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,20
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,20
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,20
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,22
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,22
2011-12," Ann Arbor, Michigan  United States",Technology/Telecommunications,23
2011-12," Ann Arbor, Michigan  United States",Technology/Telecommunications,26
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,30
2011-12," Ann Arbor, Michigan  United States",Technology/Telecommunications,35
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,35
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,40
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,42
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,43
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,50
2011-12," Ann Arbor, Michigan  United States",Technology/Telecommunications,unpaid
2013-14," Ann Arbor, Michigan  United States",Technology/Telecommunications,42.12
2012-13," Ann Arbor, Michigan  United States",Technology/Telecommunications,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,7.4
2011-12," ann arbor, Michigan  United States",University/College/Academic Library/Archives,8.25
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,8.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,8.5
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.25
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.5
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.62
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.7
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.7
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.7
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.7
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.75
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.95
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,10.95
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.5
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.75
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,11.8
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12.2
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,14
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,14
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,14
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,14
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,14
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,14.38
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,$14 
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,16
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,17
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,17
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,17
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,17
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,18
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,18
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,18
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,18
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,18
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,19
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,19
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,20
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,22
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,22.5
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,23.51
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,24
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,24
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,25
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,25
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,26
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,27
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,28
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,29.16
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,30
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,30
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,31.25
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13.25
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13.28
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13.5
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13.95
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13.5
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,9
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,45.42
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,27.36
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13.5
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,12
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13.67
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,13.67
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2013-14," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2012-13," Ann Arbor, Michigan  United States",University/College/Academic Library/Archives,unpaid
2011-12," Ann Arbor, Michigan  United States, Grand Rapids, Michigan  United States",Advertising/Interactive Design Agency,20
2013-14," Ann Arbor, Michigan  United States, Grand Rapids, Michigan  United States",Consulting,28
2013-14," Ann Arbor, Michigan  United States, Grand Rapids, Michigan  United States",Consulting,30
2013-14," Ann Arbor, Michigan  US",Museum/Historical Society/Archives,10
2012-13," Ann Arbor, Michigan  US",University/College/Academic Library/Archives,12
2012-13," Ann Arbor, Michigan  US",University/College/Academic Library/Archives,12
2013-14," Ann Arbor, Michigan  US",University/College/Academic Library/Archives,15
2012-13," Ann Arbor, Michigan  US",University/College/Academic Library/Archives,unpaid
2013-14," Atlanta, Georgia  United States",Public Library,12
2013-14," Atlanta, Georgia  United States",Public Library,13
2013-14," Austin, Texas  United States",Advertising/Interactive Design Agency,unpaid
2012-13," Austin, Texas  United States",Consumer Goods,36.25
2011-12," Austin, Texas  United States",Museum/Historical Society/Archives,12
2013-14," Austin, Texas  United States",Technology/Telecommunications,30
2013-14," Austin, Texas  United States",Technology/Telecommunications,30
2012-13," Bellevue, Washington  United States",Other,48
2012-13," Bellevue, Washington  United States",Other,48
2013-14," Bellevue, Washington  United States",Technology/Telecommunications,12
2011-12," Bellevue, Washington  United States",Technology/Telecommunications,25
2013-14," Bellevue, Washington  United States",Technology/Telecommunications,31.25
2013-14," Benton Harbor, Michigan  United States",Consumer Goods,38
2011-12," Birmingham, Michigan  United States",Advertising/Interactive Design Agency,14
2013-14," Birmingham, Michigan  United States",Start-Up,unpaid
2013-14," Boston, Massachusetts  United States",Museum/Historical Society/Archives,15
2012-13," Boston, Massachusetts  United States",Technology/Telecommunications,25
2013-14," Buffalo, New York  United States",University/College/Academic Library/Archives,unpaid
2011-12," Burnsville, Minnesota  United States",Consumer Goods,14
2012-13," Cambridge, Massachusetts  United States",University/College/Academic Library/Archives,11.35
2012-13," Cambridge, Massachusetts  United States",University/College/Academic Library/Archives,11.5
2012-13," Cambridge, Massachusetts  United States",University/College/Academic Library/Archives,unpaid
2013-14," Canoga Pk, California  United States",Defense/Aerospace,25.5
2012-13," Chattanooga, Tennessee  United States",Start-Up,7.5
2012-13," Chattanooga, Tennessee  United States",Start-Up,unpaid
2013-14," Chelsea, Michigan  United States",Public Library,13
2011-12," Chelsea, Michigan  United States",Public Library,unpaid
2012-13," Chelsea, Michigan  United States",Public Library,unpaid
2011-12," Chicago, Illinois  United States",Consumer Goods,30
2013-14," Chicago, Illinois  United States",Financial Services/Banking,31
2013-14," Chicago, Illinois  United States",Museum/Historical Society/Archives,15
2011-12," Chicago, Illinois  United States",Museum/Historical Society/Archives,20
2012-13," Chicago, Illinois  United States",Technology/Telecommunications,20
2013-14," Chicago, Illinois  United States",Technology/Telecommunications,30
2012-13," Chicago, Illinois  United States",Consulting,25
2012-13," Chicago, Illinois  US",Technology/Telecommunications,36.06
2011-12," Cincinnati, Ohio  United States",Advertising/Interactive Design Agency,15
2013-14," Cincinnati, Ohio  United States",Advertising/Interactive Design Agency,unpaid
2013-14,"Sterling Heights, Michigan  United States",Government/Government Library/Archives,unpaid
2011-12," College Park, Maryland  United States",Government/Government Library/Archives,20
2011-12," College Park, Maryland  United States",Government/Government Library/Archives,17.5
2013-14," Columbus, Ohio  United States",Advertising/Interactive Design Agency,15
2012-13," Columbus, Ohio  United States",Financial Services/Banking,22
2011-12," Comstock Park, Michigan  United States",Public Library,unpaid
2011-12," Cranberry Township, Pennsylvania  United States",Technology/Telecommunications,20
2011-12," Cupertino, California  United States",Consumer Goods,40
2013-14," Cupertino, California  United States",Technology/Telecommunications,25.5
2013-14," Cupertino, California  United States",Technology/Telecommunications,28
2011-12," Cupertino, California  United States",Technology/Telecommunications,46
2013-14," Dayton, Ohio  United States",Technology/Telecommunications,59
2013-14," Dearborn, Michigan  United States",Advertising/Interactive Design Agency,33
2011-12," Dearborn, Michigan  United States",Advertising/Interactive Design Agency,unpaid
